Item,Enchantment,Description,Gems,Source
Helmet,Enchantment Ice Spear Second Form Critical Strike Chance 1,200% increased Ice Spear Critical Strike Chance in second form,Ice Spear,Merciless Labyrinth
Helmet,Enchantment Animate Weapon Chance To Create Additional Copy 2,24% chance to create an additional Animate Weapon copy,Animate Weapon,Eternal Labyrinth
Helmet,Enchantment Ancestor Warchief Area Of Effect 2,24% increased Ancestral Warchief Totem Area of Effect,Ancestral Warchief,Eternal Labyrinth
Helmet,Enchantment Arctic Armour Buff Effect 1,24% increased Arctic Armour Buff Effect,Arctic Armour,Merciless Labyrinth
Helmet,Enchantment Ball Lightning Area Of Effect 2,24% increased Ball Lightning Area of Effect,Ball Lightning,Eternal Labyrinth
Helmet,Enchantment Blade Flurry Area Of Effect 2,24% increased Blade Flurry Area of Effect,Blade Flurry,Eternal Labyrinth
Helmet,Enchantment Blade Trap Area Of Effect 2,24% increased Blade Trap Area of Effect,Blade Trap,Eternal Labyrinth
Helmet,Enchantment Blade Vortex Area Of Effect 2,24% increased Blade Vortex Area of Effect,Blade Vortex,Eternal Labyrinth
Helmet,Enchantment Bladefall Area Of Effect 2,24% increased Bladefall Area of Effect,Bladefall,Eternal Labyrinth
Helmet,Enchantment Blight Area Of Effect 2,24% increased Blight Area of Effect,Blight,Eternal Labyrinth
Helmet,Enchantment Caustic Arrow Area Of Effect 2,24% increased Caustic Arrow Area of Effect,Caustic Arrow,Eternal Labyrinth
Helmet,Enchantment Cleave Area Of Effect 2,24% increased Cleave Area of Effect,Cleave,Eternal Labyrinth
Helmet,Enchantment Cold Snap Area Of Effect 2,24% increased Cold Snap Area of Effect,Cold Snap,Eternal Labyrinth
Helmet,Enchantment Contagion Radius 2,24% increased Contagion Area of Effect,Contagion,Eternal Labyrinth
Helmet,Enchantment Convocation Life Regeneration 1,24% increased Convocation Buff Effect,Convocation,Merciless Labyrinth
Helmet,Enchantment Creeping Frost Area Of Effect 2,24% increased Creeping Frost Area of Effect,Creeping Frost,Eternal Labyrinth
Helmet,Enchantment Creeping Frost Duration 1,24% increased Creeping Frost Duration,Creeping Frost,Merciless Labyrinth
Helmet,Enchantment Dark Pact Area Of Effect 2,24% increased Dark Pact Area of Effect,Dark Pact,Eternal Labyrinth
Helmet,Enchantment Decoy Totem Area Of Effect 2,24% increased Decoy Totem Area of Effect,Decoy Totem,Eternal Labyrinth
Helmet,Enchantment Detonate Dead Area Of Effect 2,24% increased Detonate Dead Area of Effect,Detonate Dead,Eternal Labyrinth
Helmet,Enchantment Devouring Totem Leech Per Second 1,24% increased Devouring Totem Leech per second,Devouring Totem,Merciless Labyrinth
Helmet,Enchantment Dominating Blow Attack Damage 1,24% increased Dominating Blow Damage,Dominating Blow,Merciless Labyrinth
Helmet,Enchantment Earthquake Area Of Effect 2,24% increased Earthquake Area of Effect,Earthquake,Eternal Labyrinth
Helmet,Enchantment Explosive Concoction Area Of Effect 2,24% increased Explosive Concoction Area of Effect,Explosive Concoction,Eternal Labyrinth
Helmet,Enchantment Firestorm Explosion Area Of Effect 2,24% increased Firestorm explosion Area of Effect,Firestorm,Eternal Labyrinth
Helmet,Enchantment Flameblast Area Of Effect 2,24% increased Flameblast Area of Effect,Flameblast,Eternal Labyrinth
Helmet,Enchantment Frost Bomb Area Of Effect 2,24% increased Frost Bomb Area of Effect,Frost Bomb,Eternal Labyrinth
Helmet,Enchantment Frost Wall Duration 1,24% increased Frost Wall Duration,Frost Wall,Merciless Labyrinth
Helmet,Enchantment Shrapnel Shot Radius 2,24% increased Galvanic Arrow Area of Effect,Galvanic Arrow,Eternal Labyrinth
Helmet,Enchantment Glacial Cascade Area Of Effect 2,24% increased Glacial Cascade Area of Effect,Glacial Cascade,Eternal Labyrinth
Helmet,Enchantment Ground Slam Area Of Effect 2,24% increased Ground Slam Area of Effect,Ground Slam,Eternal Labyrinth
Helmet,Enchantment Ice Crash Area Of Effect 2,24% increased Ice Crash Area of Effect,Ice Crash,Eternal Labyrinth
Helmet,Enchantment Ice Nova Area Of Effect 2,24% increased Ice Nova Area of Effect,Ice Nova,Eternal Labyrinth
Helmet,Enchantment Ice Shot Area Of Effect 2,24% increased Ice Shot Area of Effect,Ice Shot,Eternal Labyrinth
Helmet,Enchantment Ice Trap Area Of Effect 2,24% increased Ice Trap Area of Effect,Ice Trap,Eternal Labyrinth
Helmet,Enchantment Immortal Call Duration 1,24% increased Immortal Call Duration,Immortal Call,Merciless Labyrinth
Helmet,Enchantment Incinerate Damage Per Stage 2,24% increased Incinerate Damage,Incinerate,Eternal Labyrinth
Helmet,Enchantment Infernal Blow Area Of Effect 2,24% increased Infernal Blow Area of Effect,Infernal Blow,Eternal Labyrinth
Helmet,Enchantment Kinetic Blast Area Of Effect 2,24% increased Kinetic Blast Area of Effect,Kinetic Blast,Eternal Labyrinth
Helmet,Enchantment Double Slash Area Of Effect 2,24% increased Lacerate Area of Effect,Lacerate,Eternal Labyrinth
Helmet,Enchantment Leap Slam Area Of Effect 2,24% increased Leap Slam Area of Effect,Leap Slam,Eternal Labyrinth
Helmet,Enchantment Lightning Arrow Area Of Effect 2,24% increased Lightning Arrow Area of Effect,Lightning Arrow,Eternal Labyrinth
Helmet,Enchantment Lightning Tendrils Area Of Effect 2,24% increased Lightning Tendrils Area of Effect,Lightning Tendrils,Eternal Labyrinth
Helmet,Enchantment Magma Orb Area Of Effect 2,24% increased Magma Orb Area of Effect,Rolling Magma,Eternal Labyrinth
Helmet,Enchantment Manabond Area Of Effect 2,24% increased Manabond Area of Effect,Manabond,Eternal Labyrinth
Helmet,Enchantment Molten Strike Area Of Effect 2,24% increased Molten Strike Area of Effect,Molten Strike,Eternal Labyrinth
Helmet,Enchantment Orb of Storms Area Of Effect 2,24% increased Orb of Storms Area of Effect,Orb of Storms,Eternal Labyrinth
Helmet,Enchantment Phase Run Duration 1,24% increased Phase Run Duration,Phase Run,Merciless Labyrinth
Helmet,Enchantment Rage Vortex Area of Effect 2,24% increased Rage Vortex Area of Effect,Rage Vortex,Eternal Labyrinth
Helmet,Enchantment Rain Of Arrows Area Of Effect 2,24% increased Rain of Arrows Area of Effect,Rain of Arrows,Eternal Labyrinth
Helmet,Enchantment Reap Area Of Effect 2,24% increased Reap Area of Effect,Reap,Eternal Labyrinth
Helmet,Enchantment Reave Area Of Effect 2,24% increased Reave Radius,Reave,Eternal Labyrinth
Helmet,Enchantment Righteous Fire Area Of Effect 2,24% increased Righteous Fire Area of Effect,Righteous Fire,Eternal Labyrinth
Helmet,Enchantment Rolling Magma Area Of Effect 2,24% increased Rolling Magma Area of Effect,Rolling Magma,Eternal Labyrinth
Helmet,Enchantment Searing Bond Totem Elemental Resistances 1,24% increased Searing Bond Totem Elemental Resistances,Searing Bond,Merciless Labyrinth
Helmet,Enchantment Shock Nova Area Of Effect 2,24% increased Shock Nova Area of Effect,Shock Nova,Eternal Labyrinth
Helmet,Enchantment Shockwave Totem Radius 2,24% increased Shockwave Totem Area of Effect,Shockwave Totem,Eternal Labyrinth
Helmet,Enchantment Static Strike Area Of Effect 2,24% increased Static Strike Area of Effect,Static Strike,Eternal Labyrinth
Helmet,Enchantment Storm Burst Area Of Effect 2,24% increased Storm Burst Area of Effect,Storm Burst,Eternal Labyrinth
Helmet,Enchantment Storm Call Area Of Effect 2,24% increased Storm Call Area of Effect,Storm Call,Eternal Labyrinth
Helmet,Enchantment Sweep Area Of Effect 2,24% increased Sweep Area of Effect,Sweep,Eternal Labyrinth
Helmet,Enchantment Voltaxic Burst Area Of Effect 2,24% increased Voltaxic Burst Area of Effect,Voltaxic Burst,Eternal Labyrinth
Helmet,Enchantment Vortex Radius 2,24% increased Vortex Area of Effect,Vortex,Eternal Labyrinth
Helmet,Enchantment Wild Strike Area Of Effect 1,24% increased Wild Strike Area of Effect,Wild Strike,Merciless Labyrinth
Helmet,Enchantment Ancestral Warchief Damage 1,25% increased Ancestral Warchief Totem Damage,Ancestral Warchief,Merciless Labyrinth
Helmet,Enchantment Arc Damage 1,25% increased Arc Damage,Arc,Merciless Labyrinth
Helmet,Enchantment Ball Lightning Damage 1,25% increased Ball Lightning Damage,Ball Lightning,Merciless Labyrinth
Helmet,Enchantment Barrage Damage 1,25% increased Barrage Damage,Barrage,Merciless Labyrinth
Helmet,Enchantment Bear Trap Damage 1,25% increased Bear Trap Damage,Bear Trap,Merciless Labyrinth
Helmet,Enchantment Blade Flurry Damage 1,25% increased Blade Flurry Damage,Blade Flurry,Merciless Labyrinth
Helmet,Enchantment Blade Trap Damage 1,25% increased Blade Trap Damage,Blade Trap,Merciless Labyrinth
Helmet,Enchantment Blade Vortex Damage 1,25% increased Blade Vortex Spell Damage,Blade Vortex,Merciless Labyrinth
Helmet,Enchantment Bladefall Damage 1,25% increased Bladefall Damage,Bladefall,Merciless Labyrinth
Helmet,Enchantment Blight Damage 1,25% increased Blight Damage,Blight,Merciless Labyrinth
Helmet,Enchantment Body Swap Damage 1,25% increased Bodyswap Damage,Bodyswap,Merciless Labyrinth
Helmet,Enchantment Boneshatter Damage 1,25% increased Boneshatter Damage,Boneshatter,Merciless Labyrinth
Helmet,Enchantment Boneshatter Stun Duration 1,25% increased Boneshatter Stun Duration,Boneshatter,Merciless Labyrinth
Helmet,Enchantment Burning Arrow Damage 1,25% increased Burning Arrow Damage,Burning Arrow,Merciless Labyrinth
Helmet,Enchantment Caustic Arrow Damage 1,25% increased Caustic Arrow Damage,Caustic Arrow,Merciless Labyrinth
Helmet,Enchantment Charged Dash Damage 1,25% increased Charged Dash Damage,Charged Dash,Merciless Labyrinth
Helmet,Enchantment Cleave Damage 1,25% increased Cleave Damage,Cleave,Merciless Labyrinth
Helmet,Enchantment Cold Snap Damage 1,25% increased Cold Snap Damage,Cold Snap,Merciless Labyrinth
Helmet,Enchantment Contagion Damage 1,25% increased Contagion Damage,Contagion,Merciless Labyrinth
Helmet,Enchantment Creeping Frost Damage 1,25% increased Creeping Frost Damage,Creeping Frost,Merciless Labyrinth
Helmet,Enchantment Cremation Damage 1,25% increased Cremation Damage,Cremation,Merciless Labyrinth
Helmet,Enchantment Cyclone Damage 1,25% increased Cyclone Damage,Cyclone,Merciless Labyrinth
Helmet,Enchantment Dark Pact Damage 1,25% increased Dark Pact Damage,Dark Pact,Merciless Labyrinth
Helmet,Enchantment Detonate Dead Damage 1,25% increased Detonate Dead Damage,Detonate Dead,Merciless Labyrinth
Helmet,Enchantment Discharge Damage 1,25% increased Discharge Damage,Discharge,Merciless Labyrinth
Helmet,Enchantment Double Strike Damage 1,25% increased Double Strike Damage,Double Strike,Merciless Labyrinth
Helmet,Enchantment Dual Strike Damage 1,25% increased Dual Strike Damage,Dual Strike,Merciless Labyrinth
Helmet,Enchantment Earthquake Damage 1,25% increased Earthquake Damage,Earthquake,Merciless Labyrinth
Helmet,Enchantment Essence Drain Damage 1,25% increased Essence Drain Damage,Essence Drain,Merciless Labyrinth
Helmet,Enchantment Ethereal Knives Damage 1,25% increased Ethereal Knives Damage,Ethereal Knives,Merciless Labyrinth
Helmet,Enchantment Explosive Concoction Damage 1,25% increased Explosive Concoction Damage,Explosive Concoction,Merciless Labyrinth
Helmet,Enchantment Eye of Winter Damage 1,25% increased Eye of Winter Damage,Eye of Winter,Merciless Labyrinth
Helmet,Enchantment Fire Trap Damage 1,25% increased Fire Trap Damage,Fire Trap,Merciless Labyrinth
Helmet,Enchantment Fireball Damage 1,25% increased Fireball Damage,Fireball,Merciless Labyrinth
Helmet,Enchantment Firestorm Damage 1,25% increased Firestorm Damage,Firestorm,Merciless Labyrinth
Helmet,Enchantment Flame Dash Damage 1,25% increased Flame Dash Damage,Flame Dash,Merciless Labyrinth
Helmet,Enchantment Flame Surge Damage 1,25% increased Flame Surge Damage,Flame Surge,Merciless Labyrinth
Helmet,Enchantment Flameblast Damage 1,25% increased Flameblast Damage,Flameblast,Merciless Labyrinth
Helmet,Enchantment Flicker Strike Damage 1,25% increased Flicker Strike Damage,Flicker Strike,Merciless Labyrinth
Helmet,Enchantment Forbidden Rite Damage 1,25% increased Forbidden Rite Damage,Forbidden Rite,Merciless Labyrinth
Helmet,Enchantment Freezing Pulse Damage 1,25% increased Freezing Pulse Damage,Freezing Pulse,Merciless Labyrinth
Helmet,Enchantment Frenzy Damage 1,25% increased Frenzy Damage,Frenzy,Merciless Labyrinth
Helmet,Enchantment Frost Blades Damage 1,25% increased Frost Blades Damage,Frost Blades,Merciless Labyrinth
Helmet,Enchantment Frost Bomb Damage 1,25% increased Frost Bomb Damage,Frost Bomb,Merciless Labyrinth
Helmet,Enchantment Frost Bolt Damage 1,25% increased Frostbolt Damage,Frostbolt,Merciless Labyrinth
Helmet,Enchantment Shrapnel Shot Damage 1,25% increased Galvanic Arrow Damage,Galvanic Arrow,Merciless Labyrinth
Helmet,Enchantment Glacial Cascade Damage 1,25% increased Glacial Cascade Damage,Glacial Cascade,Merciless Labyrinth
Helmet,Enchantment Glacial Hammer Damage 1,25% increased Glacial Hammer Damage,Glacial Hammer,Merciless Labyrinth
Helmet,Enchantment Ground Slam Damage 1,25% increased Ground Slam Damage,Ground Slam,Merciless Labyrinth
Helmet,Enchantment Heavy Strike Damage 1,25% increased Heavy Strike Damage,Heavy Strike,Merciless Labyrinth
Helmet,Enchantment Herald Of Ash Damage 1,25% increased Herald of Ash Damage,Herald of Ash,Merciless Labyrinth
Helmet,Enchantment Herald Of Ice Damage 1,25% increased Herald of Ice Damage,Herald of Ice,Merciless Labyrinth
Helmet,Enchantment Herald Of Thunder Damage 1,25% increased Herald of Thunder Damage,Herald of Thunder,Merciless Labyrinth
Helmet,Enchantment Ice Crash Damage 1,25% increased Ice Crash Damage,Ice Crash,Merciless Labyrinth
Helmet,Enchantment Ice Nova Damage 1,25% increased Ice Nova Damage,Ice Nova,Merciless Labyrinth
Helmet,Enchantment Ice Shot Damage 1,25% increased Ice Shot Damage,Ice Shot,Merciless Labyrinth
Helmet,Enchantment Ice Spear Damage 1,25% increased Ice Spear Damage,Ice Spear,Merciless Labyrinth
Helmet,Enchantment Ice Trap Damage 1,25% increased Ice Trap Damage,Ice Trap,Merciless Labyrinth
Helmet,Enchantment Incinerate Damage 1,25% increased Incinerate Damage,Incinerate,Merciless Labyrinth
Helmet,Enchantment Infernal Blow Damage 1,25% increased Infernal Blow Damage,Infernal Blow,Merciless Labyrinth
Helmet,Enchantment Infernal Cry Damage 1,25% increased Infernal Cry Damage,Infernal Cry,Merciless Labyrinth
Helmet,Enchantment Kinetic Blast Damage 1,25% increased Kinetic Blast Damage,Kinetic Blast,Merciless Labyrinth
Helmet,Enchantment Lacerate Damage 1,25% increased Lacerate Damage,Lacerate,Merciless Labyrinth
Helmet,Enchantment Leap Slam Damage 1,25% increased Leap Slam Damage,Leap Slam,Merciless Labyrinth
Helmet,Enchantment Lightning Arrow Damage 1,25% increased Lightning Arrow Damage,Lightning Arrow,Merciless Labyrinth
Helmet,Enchantment Lightning Strike Damage 1,25% increased Lightning Strike Damage,Lightning Strike,Merciless Labyrinth
Helmet,Enchantment Lightning Tendrils Damage 1,25% increased Lightning Tendrils Damage,Lightning Tendrils,Merciless Labyrinth
Helmet,Enchantment Lightning Trap Damage 1,25% increased Lightning Trap Damage,Lightning Trap,Merciless Labyrinth
Helmet,Enchantment Lightning Trap Shock Effect 1,25% increased Lightning Trap Lightning Ailment Effect,Lightning Trap,Merciless Labyrinth
Helmet,Enchantment Lightning Warp Damage 1,25% increased Lightning Warp Damage,Lightning Warp,Merciless Labyrinth
Helmet,Enchantment Magma Orb Damage 1,25% increased Magma Orb Damage,Rolling Magma,Merciless Labyrinth
Helmet,Enchantment Manabond Damage 1,25% increased Manabond Damage,Manabond,Merciless Labyrinth
Helmet,Enchantment Molten Strike Damage 1,25% increased Molten Strike Damage,Molten Strike,Merciless Labyrinth
Helmet,Enchantment Orb Of Storms Damage 1,25% increased Orb of Storms Damage,Orb of Storms,Merciless Labyrinth
Helmet,Enchantment Power Siphon Damage 1,25% increased Power Siphon Damage,Power Siphon,Merciless Labyrinth
Helmet,Enchantment Puncture Damage 1,25% increased Puncture Damage,Puncture,Merciless Labyrinth
Helmet,Enchantment Rage Vortex Damage 1,25% increased Rage Vortex Damage,Rage Vortex,Merciless Labyrinth
Helmet,Enchantment Rain Of Arrows Damage 1,25% increased Rain of Arrows Damage,Rain of Arrows,Merciless Labyrinth
Helmet,Enchantment Reave Damage 1,25% increased Reave Damage,Reave,Merciless Labyrinth
Helmet,Enchantment Reckoning Damage 1,25% increased Reckoning Damage,Reckoning,Merciless Labyrinth
Helmet,Enchantment Righteous Fire Damage 1,25% increased Righteous Fire Damage,Righteous Fire,Merciless Labyrinth
Helmet,Enchantment Riposte Damage 1,25% increased Riposte Damage,Riposte,Merciless Labyrinth
Helmet,Enchantment Rolling Magma Damage 1,25% increased Rolling Magma Damage,Rolling Magma,Merciless Labyrinth
Helmet,Enchantment Scorching Ray Damage 1,25% increased Scorching Ray Damage,Scorching Ray,Merciless Labyrinth
Helmet,Enchantment Searing Bond Damage 1,25% increased Searing Bond Damage,Searing Bond,Merciless Labyrinth
Helmet,Enchantment Shield Charge Damage 1,25% increased Shield Charge Damage,Shield Charge,Merciless Labyrinth
Helmet,Enchantment Shield Crush Damage 1,25% increased Shield Crush Damage,Shield Crush,Merciless Labyrinth
Helmet,Enchantment Shock Nova Damage 1,25% increased Shock Nova Damage,Shock Nova,Merciless Labyrinth
Helmet,Enchantment Shockwave Totem Damage 1,25% increased Shockwave Totem Damage,Shockwave Totem,Merciless Labyrinth
